Geo Point;Geo Shape;ID;adresse;patrimoine
43.5758502094, 1.39341385107;"{""type"": ""LineString"", ""coordinates"": [[1.391849459308758, 43.575501974791564], [1.393058555857272, 43.57576514694219], [1.394303250662663, 43.576058406755756], [1.394979633025268, 43.576191388951266]]}";271;RUE A. COUTET;35 MICOCOULIER,1 TILLEUL
43.5704908674, 1.38639509597;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.38301819431576, 43.57200628271562], [1.383424896915765, 43.57135289394486], [1.383750573811422, 43.57098298486129], [1.384282205179228, 43.570774578137225], [1.387586567885656, 43.570092230861796], [1.388169185304215, 43.569948128452616], [1.388450962780972, 43.56995559479368], [1.38877652014851, 43.56992748611544]], [[1.388804460385111, 43.56994827471164], [1.389551893581214, 43.57005730693983], [1.390258063779539, 43.57009405120402]]]}";276;RUE CAMBOULIVES;138 MICOCOULIER
43.5698197156, 1.39272818539;"{""type"": ""LineString"", ""coordinates"": [[1.39388337015591, 43.57041689768131], [1.391573000614195, 43.569222533551226]]}";278;PLACE BOUILLIERES;80 PLATANE,8 CHENE
43.5659666061, 1.39289175223;"{""type"": ""LineString"", ""coordinates"": [[1.3916968909037, 43.56310246649046], [1.393858484526867, 43.56586192904343], [1.393424508602113, 43.56675721559633], [1.392089896705203, 43.568956256277325]]}";281;AVENUE DU MIRAIL;103 PLATANE
43.5715533274, 1.42225079011;"{""type"": ""LineString"", ""coordinates"": [[1.421906529471783, 43.57164786905579], [1.42259505074613, 43.57145878577821]]}";305;RUE DE LA VITALITE;6 CORYLUS
43.5861457955, 1.41943173873;"{""type"": ""LineString"", ""coordinates"": [[1.419298611192927, 43.58617365572718], [1.419564866273604, 43.586117935283255]]}";311;RUE DE LA DROME;6 CORYLUS,3 ALBIZIA,1 ERABLE
43.5744517036, 1.4156442729;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.415003714530586, 43.573893744310006], [1.415318698436288, 43.573790034146604]], [[1.415738425843707, 43.57494274052476], [1.415560651665998, 43.57499916735221]], [[1.416324879034722, 43.57476745643742], [1.416040593843788, 43.5748487400834]]]}";326;RUE DE LA CHAMPAGNE;8 ORME
43.5928806335, 1.4275014703;"{""type"": ""LineString"", ""coordinates"": [[1.427275889166268, 43.59310204246296], [1.427445266926262, 43.592920797865], [1.427739189171169, 43.592671972915234]]}";334;RUE DU LIERRE;5 ERABLE,5 PRUNUSPISSARDI
43.593283512, 1.43093716517;"{""type"": ""LineString"", ""coordinates"": [[1.43225034190988, 43.59304520189534], [1.429623988423547, 43.59352182203442]]}";335;RUE STE LUCIE;16 PIN PARASOL,12 CYPRES
43.5915844038, 1.43055286802;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.430898169104079, 43.591308582435225], [1.43116462769497, 43.591239976220656], [1.431270778824713, 43.59124082481073]], [[1.428968162228896, 43.59255994212364], [1.429058090580282, 43.59246420672096]]]}";336;RUE DU CIMETIERE ST CYPRIEN;7 PLATANE
43.5915084349, 1.41877087712;"{""type"": ""LineString"", ""coordinates"": [[1.418358986473478, 43.59150745099633], [1.418487326532064, 43.591508236889965], [1.418874130797124, 43.59163487520006], [1.419056996642001, 43.591259343733206]]}";338;PLACE EMILE MALE;1 CEDRE,3 BOULEAU,2 PRUNUSPISSARDI
43.5903056787, 1.41492512992;"{""type"": ""LineString"", ""coordinates"": [[1.414779039502417, 43.590577944607595], [1.41507122033334, 43.59003341288453]]}";341;RUE DU 14 JUILLET;15 FRENE
43.5984877185, 1.4368713667;"{""type"": ""LineString"", ""coordinates"": [[1.436722201155265, 43.598674225054], [1.437020532243782, 43.598301212017944]]}";348;PLACE LAGANNE;23 SOPHORA
43.6030062905, 1.38914764305;"{""type"": ""LineString"", ""coordinates"": [[1.389510764989661, 43.60365937619976], [1.388784521102099, 43.60235320488447]]}";367;CHEMIN DE BALUFFET;6 LIQUIDAMBAR
43.6116053464, 1.45287288609;"{""type"": ""LineString"", ""coordinates"": [[1.453771131182154, 43.60995790164838], [1.453539437943318, 43.610264066978694], [1.453383346685707, 43.61056595623884], [1.452930615654366, 43.61158720694872], [1.451965677747453, 43.61325330487305]]}";385;BVD SEMARD;55 PLATANE
43.5688131252, 1.42343691366;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.423739819178968, 43.578744334378456], [1.424045448285077, 43.57550926151567], [1.424072631047966, 43.5748367832233], [1.424265465301199, 43.57268967560858], [1.424297388009829, 43.572132658825886]], [[1.422531390556268, 43.55382043735475], [1.42224123215692, 43.5531364606994], [1.4220188480954, 43.55264594135486], [1.421830852176514, 43.55222000577471], [1.421384138337861, 43.55136756375721]]]}";303;ROUTE D' Espagne;83 PLATANE,43 TILLEUL,3 ROBINIER,3 MURIER
43.6048415916, 1.42973358129;"{""type"": ""LineString"", ""coordinates"": [[1.429191377606946, 43.60500471138021], [1.430275784971478, 43.60467847188395]]}";82;RUE DU NIGER;13 ERABLE
43.6348337848, 1.42974753991;"{""type"": ""LineString"", ""coordinates"": [[1.430727297994119, 43.63494636411713], [1.430287473609676, 43.6348637743163], [1.430076865136443, 43.63483654735046], [1.429680585211063, 43.63485418710548], [1.428765713804282, 43.63472683296711]]}";4;RUE DE LA LOUISIANE;21 MICOCOULIER
43.6381108284, 1.44314025781;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.443395907272874, 43.63840606123026], [1.443333107602849, 43.63790203589008], [1.443544089051928, 43.63790370323202]], [[1.44321975280558, 43.63809088053696], [1.443215060735426, 43.63840463542181]], [[1.442503191740187, 43.63806744552613], [1.443203764278839, 43.63809418160387]]]}";43;PLACE MICOULEAU;24 MICOCOULIER,6 PIN PARASOL
43.6359893406, 1.43055913175;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.433584843188696, 43.62718294992638], [1.433303566791724, 43.62794327215976], [1.432943531214331, 43.629015274915105], [1.432768616008582, 43.62946794953072], [1.432586520721269, 43.62996700083281], [1.431862300069876, 43.63220354528258], [1.431388703484135, 43.63362288382208], [1.431283284909183, 43.63388019109611], [1.430887567335143, 43.63497832629617], [1.43061832026214, 43.63581066100172], [1.430249784755831, 43.636846524620154]], [[1.429643223632539, 43.638644003983124], [1.429399594656868, 43.639299639998015]], [[1.429367501215213, 43.639490306015354], [1.428202647931291, 43.643036488458726], [1.427753730488119, 43.64432702481676], [1.427162950738097, 43.64508401693376]]]}";1;AV DES ETATS UNIS;130 PLATANE,2 FRENE
43.6369432097, 1.46310796012;"{""type"": ""LineString"", ""coordinates"": [[1.4633494629123, 43.63739497522884], [1.462866457330185, 43.63649144407684]]}";54;RUE GAINSBOURG;17 CHENE VERT
43.6133771057, 1.39710264849;"{""type"": ""LineString"", ""coordinates"": [[1.39694384113659, 43.61743904308424], [1.397261455836909, 43.60931516837621]]}";369;AVENUE DES ARENES ROMAINES;33 PLATANE,3 CHENE,3 ROBINIER,4 MICOCOULIER,7 PIN PARASOL
43.601379144, 1.43907792708;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.439227627673509, 43.60097859149569], [1.439668030980762, 43.601297087005726]], [[1.438424219754933, 43.60161706950238], [1.438819662095614, 43.60187079097779]], [[1.438944269181333, 43.60131579810165], [1.43914230026896, 43.60117498996847]], [[1.439010022313711, 43.60145322411636], [1.439276686825526, 43.6012581968114]]]}";75;PLACE DE LA DAURADE;12 PLATANE
43.5983386902, 1.43449445552;"{""type"": ""LineString"", ""coordinates"": [[1.434300983766682, 43.59839963196779], [1.434331885087057, 43.598338861334746], [1.434579846867954, 43.59820135869834], [1.434651348543343, 43.59823244276727], [1.434618994867538, 43.5983890926354], [1.434552047925081, 43.5984539375532], [1.434300846838784, 43.59840835162538]]}";413;PLACE OLIVIER;10 ERABLE
43.5978363698, 1.44481958194;"{""type"": ""LineString"", ""coordinates"": [[1.444372535221044, 43.59740197479025], [1.444264165381477, 43.59794608855678], [1.445325732126329, 43.59801038239656], [1.44538814478201, 43.59744757648311]]}";150;PLACE DES CARMES;16 TILLEUL,1 ALBIZIA,1 SOPHORA
43.6066702198, 1.45832421992;"{""type"": ""LineString"", ""coordinates"": [[1.456569309041583, 43.606467956918685], [1.459666857725371, 43.60686635401899], [1.459930073492689, 43.60651791573109]]}";96;AVENUE DU CIMETIERE;77 TILLEUL,5 SORBIER
43.5809363493, 1.38542248586;"{""type"": ""LineString"", ""coordinates"": [[1.388691094977238, 43.58169047503101], [1.388120519004277, 43.58187469594048], [1.388002484418836, 43.581849108895774], [1.387595155290043, 43.58160064347845], [1.385866874320968, 43.58126634638808], [1.384308963779967, 43.580695977655054], [1.384026198542069, 43.5803908360325], [1.38264880173894, 43.5799010918835], [1.382461338607621, 43.5794428737611]]}";269;AVENUE A. HUC;71 CHENE,40 ARBRE DE JUDEE
43.586596096, 1.46815934179;"{""type"": ""LineString"", ""coordinates"": [[1.468462744535843, 43.58687428375665], [1.467855939045136, 43.586317908241064]]}";407;RUE DU DR GAY;5 TILLEUL
43.5745819033, 1.46090533102;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.461070271201351, 43.5731156808496], [1.459938365598674, 43.57380989124681], [1.459666973328465, 43.57385887983034], [1.459587091933335, 43.5738981267254]], [[1.460301469291731, 43.574109801082244], [1.461118312796237, 43.57488688716209]], [[1.460165816544924, 43.57415507313107], [1.461019219515587, 43.57496963175399]], [[1.461099931753766, 43.57505634674038], [1.462016239439687, 43.57593098365893]], [[1.461678276143454, 43.575372081188156], [1.462181353338061, 43.57585279086776]]]}";396;RUE DE BOUGAINVILLE;24 MURIER,21 BOULEAU,2 PIN PARASOL,1 TILLEUL
43.5968700562, 1.40718539848;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.406202556503261, 43.597060613592525], [1.406420505824427, 43.599325088528964]], [[1.404062184525389, 43.59712257336784], [1.40500951587563, 43.59708535641258]], [[1.405208244405562, 43.59707969850659], [1.406174642715679, 43.597046749302]], [[1.406773768341339, 43.59686193145517], [1.405817697736091, 43.59689265863228]], [[1.403877905539709, 43.5970246017668], [1.403966579105694, 43.597012466656736], [1.404701479953312, 43.59697993736635]], [[1.407226367197334, 43.596775616286415], [1.407110157477277, 43.59685183460773], [1.406994242937005, 43.59690875473656], [1.406914322872715, 43.59692739014719], [1.406692748019335, 43.596951294577906]], [[1.409749269509524, 43.5961275221598], [1.410572132568019, 43.596127825768214]], [[1.409007857209465, 43.59607938854654], [1.408507081987687, 43.59617538203935], [1.408161432074317, 43.596260137775964], [1.407555418247354, 43.59648039056533], [1.407277444519137, 43.59664078292678], [1.406981877530837, 43.59682604447059]], [[1.408064074575421, 43.596390231658006], [1.407556595042939, 43.59659183996617]], [[1.408943313958639, 43.59617879809456], [1.408579589979616, 43.59624012226373], [1.40829509614722, 43.596327818930085]], [[1.409519052807267, 43.59613849537475], [1.40914729010728, 43.59614831393993]], [[1.409166669662502, 43.59603915776808], [1.410405432755208, 43.596036433306956]], [[1.406748082876322, 43.59695604636485], [1.40674522331164, 43.5971400358638], [1.406887887271825, 43.597011714485596], [1.406897258433714, 43.59701179324124]]]}";377;RUE J. LEMIRE;15 CHENE,103 MICOCOULIER
43.579531014, 1.44320929224;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.442556846955689, 43.57742713480267], [1.442636043533907, 43.57756967560217]], [[1.443951431315031, 43.5820051850893], [1.443918786862031, 43.58187142683774]]]}";412;RUE DU FERETRA;1 PLATANE,1 MICOCOULIER
43.6077029032, 1.3591668175;"{""type"": ""LineString"", ""coordinates"": [[1.355312795013215, 43.60646959014806], [1.355460635003793, 43.60763692752422], [1.355585889406456, 43.60777993816271], [1.35581103983703, 43.60786609083858], [1.35785495464862, 43.60786086218849], [1.360451825227922, 43.6077746748024], [1.363293319279394, 43.607672351215676], [1.363432361534294, 43.607689626715185], [1.363941872746059, 43.60790499200011]]}";417;RUE MARIUS TERCE;73 ZELCOVAS,10 CHENE ROUGE
43.5893447543, 1.48279259592;"{""type"": ""LineString"", ""coordinates"": [[1.482180348450837, 43.58929297829013], [1.482925713296084, 43.58905355505421], [1.483015543218072, 43.58905233964077], [1.483084171944762, 43.589077457631696], [1.483178817848023, 43.58946797014709], [1.483128700453994, 43.58951395695466], [1.48243448692484, 43.58972632608602]]}";437;RUE DE FENOUL;8 TILLEUL DE CRIMEE
43.608216036, 1.37778314198;"{""type"": ""LineString"", ""coordinates"": [[1.377601706887576, 43.60824382961759], [1.377964577078246, 43.608188242423374]]}";363;PLACE BERTIER;5 TILLEUL,1 MICOCOULIER,1 MARRONNIER,2 THUYAS
43.5892206091, 1.47830084631;"{""type"": ""LineString"", ""coordinates"": [[1.478048994083189, 43.58904925454118], [1.4781094168518, 43.58916247137626], [1.478222082408287, 43.58923849702058], [1.478366326114566, 43.589277178968686], [1.478511208336129, 43.58927076207015], [1.478614945456489, 43.5892489945025]]}";444;RUE E. LARTET;8 POIRIER DE CHINE
43.6418402321, 1.44633569965;"{""type"": ""LineString"", ""coordinates"": [[1.446324249844865, 43.642390979055484], [1.446347149462327, 43.6412894850761]]}";445;IMP. O. DE GOUGE;11 PLATANE
43.6253353101, 1.45480111021;"{""type"": ""LineString"", ""coordinates"": [[1.454390156856747, 43.62531653490261], [1.455212063554735, 43.62535408531311]]}";183;PLACE AIMEE D'AFRIQUE;13 ROBINIER
43.6285075138, 1.45070270925;"{""type"": ""LineString"", ""coordinates"": [[1.452004888332688, 43.6277634939675], [1.450884211385031, 43.62841418561268], [1.449392714114955, 43.629237731815344]]}";439;RUE PIERRETTE LOUIN;12 LIQUIDAMBAR
43.6371181603, 1.45484470394;"{""type"": ""LineString"", ""coordinates"": [[1.456651167233236, 43.63701057161919], [1.456463614245305, 43.63703021868563], [1.456063183872228, 43.63714757776168], [1.455359957496783, 43.637131703811846], [1.453024024249842, 43.63711791954915]]}";449;Rue Hubert Monloup;22 TILLEUL
43.6449775044, 1.43451582553;"{""type"": ""LineString"", ""coordinates"": [[1.433458954185856, 43.644917990389054], [1.435572696875876, 43.645037018439794]]}";466;Rue Leonce Duclos;20 FRENE
43.6612966563, 1.43649593371;"{""type"": ""LineString"", ""coordinates"": [[1.434277977919283, 43.66095769576549], [1.435437839591734, 43.661302797603646], [1.435600952529393, 43.66128895943924], [1.43569807202296, 43.66124431551123], [1.4367213578548, 43.661573183938756], [1.436874661239608, 43.661563130983865], [1.43872429717995, 43.66107463109401]]}";213;Rue Charles Trenet;30 TILLEUL
43.6107073137, 1.45795697445;"{""type"": ""LineString"", ""coordinates"": [[1.45792209306671, 43.61065186372539], [1.457991855833935, 43.610762763671005]]}";461;Rue Moiroud;3 CHENE LIEGE
43.5951195094, 1.40964752588;"{""type"": ""LineString"", ""coordinates"": [[1.410028019422388, 43.596021877583034], [1.40932620812466, 43.59437139957603], [1.409331062237304, 43.59420506329014]]}";464;Rue Ella Maillard;41 TULIPIER
43.5927868797, 1.41902148408;"{""type"": ""LineString"", ""coordinates"": [[1.418877488724419, 43.59172550188609], [1.419165479428296, 43.59384825746686]]}";465;Bd Gabriel Koenigs;6 POIRIER DE CHINE,7 ALBIZIA,15 PIN PARASOL
43.5875501327, 1.38191283279;"{""type"": ""LineString"", ""coordinates"": [[1.382112877270892, 43.58739791651215], [1.381712788311684, 43.58770234888956]]}";468;CHEMIN CATALA;4 ERABLE
43.5972630699, 1.38954399114;"{""type"": ""LineString"", ""coordinates"": [[1.386559191947694, 43.598068316919836], [1.392211146831798, 43.59653896900046], [1.392539582531991, 43.59654055033865]]}";470;CHEMIN TEYNIER;18 POIRIER,16 POMMIER
43.6309583784, 1.48240325435;"{""type"": ""LineString"", ""coordinates"": [[1.482265099381819, 43.631802678170054], [1.482541409321652, 43.630114078593074]]}";472;CHEMIN DE GABARDIE;15 TULIPIER
43.6560398763, 1.43119624332;"{""type"": ""LineString"", ""coordinates"": [[1.431727683096618, 43.65604966237856], [1.431526198413851, 43.65593073687621], [1.431090188858102, 43.65589602696402], [1.430959529436946, 43.655989918747835], [1.430903278508755, 43.656447731676664]]}";485;IMP SIMONE DE BEAUVOIR;7 FRENE
43.6443726656, 1.43841698922;"{""type"": ""LineString"", ""coordinates"": [[1.437854138973007, 43.64436023685801], [1.438979839461829, 43.64438509430495]]}";486;RUE GUILLAUME IBOS;6 TILLEUL
43.6294715209, 1.44992640815;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.4497556849986, 43.62918131534624], [1.45011980190515, 43.629768279006804]], [[1.449571923628094, 43.6292489064357], [1.449807781917815, 43.629611844390645], [1.449943433925766, 43.62983061973896]], [[1.449924748170451, 43.629118914803485], [1.450260106635129, 43.629673795605115]]]}";489;PLACE ANTONIN FROIDURE;46 PLATANE
43.6378041926, 1.47043295656;"{""type"": ""LineString"", ""coordinates"": [[1.470213472675828, 43.6380380321348], [1.470652440440968, 43.637570352983566]]}";507;IMPASSE JEAN RACAUD;15 MICOCOULIER
43.6414636033, 1.44444942124;"{""type"": ""LineString"", ""coordinates"": [[1.444419195982292, 43.641012442437116], [1.444465834454925, 43.641833242640736], [1.444557087015209, 43.641826302992044]]}";508;CHEMIN DES IZARDS;9 CHENE
43.6169373173, 1.4065906744;"{""type"": ""LineString"", ""coordinates"": [[1.40714245033924, 43.616410685249164], [1.406038898452287, 43.61746394939187]]}";516;ALL PERE NAUROIS;44 CHENE VERT
43.5813102106, 1.43992468465;"{""type"": ""LineString"", ""coordinates"": [[1.440899101352685, 43.5822694149148], [1.440048131586656, 43.58089668064137], [1.439918998473356, 43.58082942472202], [1.438618102366796, 43.58124044475575]]}";524;RUE DE TOULON;8 MICOCOULIER,30 PLATANE
43.6486659588, 1.44530140948;"{""type"": ""LineString"", ""coordinates"": [[1.44511768478277, 43.64928849523384], [1.445485134178624, 43.648043422393826]]}";526;RUE FABAS;9 MICOCOULIER
43.5736092733, 1.41395372926;"{""type"": ""LineString"", ""coordinates"": [[1.417637160127756, 43.57265591801321], [1.417326182278241, 43.57273854060337], [1.416554137687904, 43.572931905429606], [1.415921688462527, 43.57310179577246], [1.415515414337488, 43.573203511967286], [1.415297303372471, 43.57325471555068], [1.414659679564408, 43.573422669066325], [1.410271787038622, 43.574568658204406]]}";535;RUE DE LA TOURAINE;15 FRENE,5 GLEDITSCHIA
43.5549205854, 1.42858007998;"{""type"": ""LineString"", ""coordinates"": [[1.430709020130478, 43.55473459100167], [1.426451139831792, 43.55510657970764]]}";541;ONCOPOLE;174 PLATANE
